"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Balangkayan,Eastern Samar",2919.6307500000003,2918.5935,2917.1467500000003,4733.484,4727.01525,4717.10625,4721.055,4717.40775,4746.4800000000005,4712.1720000000005,4714.9035,4709.4405,4717.707,4708.25925,4769.80575,4733.93625,4722.89775,4700.1075,4716.01725,4741.1632500000005,4726.9455,4715.90475,4719.17625,4747.95375
"Barugo,Leyte",2646.48975,2645.4525,2644.0057500000003,4460.343,4453.87425,4443.965249999999,4447.914,4444.26675,4473.339,4439.031,4441.7625,4436.299499999999,4444.566,4435.1182499999995,4496.66475,4460.795249999999,4449.75675,4426.9664999999995,4442.876249999999,4468.02225,4453.804499999999,4442.763749999999,4446.03525,4474.812749999999
"Basey,Samar",2655.2895000000003,2654.25225,2652.8055000000004,4469.14275,4462.674,4452.764999999999,4456.71375,4453.0665,4482.13875,4447.83075,4450.56225,4445.099249999999,4453.36575,4443.918,4505.4645,4469.594999999999,4458.5565,4435.76625,4451.6759999999995,4476.822,4462.604249999999,4451.563499999999,4454.835,4483.612499999999
"Bato,Leyte",2852.205,2851.1677499999996,2849.721,4666.05825,4659.5895,4649.6804999999995,4653.62925,4649.982,4679.05425,4644.74625,4647.47775,4642.014749999999,4650.28125,4640.8335,4702.38,4666.510499999999,4655.472,4632.68175,4648.5914999999995,4673.7375,4659.5197499999995,4648.478999999999,4651.7505,4680.527999999999
"Bobon,Northern Samar",3175.44225,3174.4049999999997,3172.95825,4989.2955,4982.82675,4972.91775,4976.8665,4973.21925,5002.2915,4967.9835,4970.715,4965.2519999999995,4973.5185,4964.07075,5025.61725,4989.7477499999995,4978.70925,4955.919,4971.82875,4996.97475,4982.757,4971.7162499999995,4974.98775,5003.7652499999995
"Bontoc,Southern Leyte",2824.5682500000003,2823.531,2822.0842500000003,4638.4215,4631.95275,4622.04375,4625.9925,4622.34525,4651.4175000000005,4617.1095000000005,4619.841,4614.378,4622.6445,4613.19675,4674.74325,4638.87375,4627.83525,4605.045,4620.95475,4646.1007500000005,4631.883,4620.84225,4624.11375,4652.89125
"Burauen,Leyte",2627.007,2625.9697499999997,2624.523,4440.860250000001,4434.391500000001,4424.4825,4428.431250000001,4424.784000000001,4453.856250000001,4419.548250000001,4422.279750000001,4416.81675,4425.083250000001,4415.6355,4477.182000000001,4441.3125,4430.274,4407.48375,4423.3935,4448.539500000001,4434.32175,4423.281,4426.552500000001,4455.33
"Cabucgayan,Biliran",2807.27475,2806.2374999999997,2804.79075,4621.128000000001,4614.659250000001,4604.75025,4608.6990000000005,4605.0517500000005,4634.124000000001,4599.816000000001,4602.547500000001,4597.0845,4605.351000000001,4595.90325,4657.449750000001,4621.58025,4610.54175,4587.7515,4603.66125,4628.807250000001,4614.5895,4603.54875,4606.820250000001,4635.59775
"Caibiran,Biliran",2837.922,2836.8847499999997,2835.438,4651.775250000001,4645.306500000001,4635.3975,4639.3462500000005,4635.6990000000005,4664.771250000001,4630.463250000001,4633.194750000001,4627.73175,4635.998250000001,4626.5505,4688.097000000001,4652.2275,4641.189,4618.39875,4634.3085,4659.454500000001,4645.23675,4634.196,4637.467500000001,4666.245
"Calbayog City,Samar",2946.0885000000003,2945.05125,2943.6045000000004,4759.94175,4753.473,4743.563999999999,4747.51275,4743.8655,4772.93775,4738.62975,4741.36125,4735.898249999999,4744.16475,4734.717,4796.2635,4760.393999999999,4749.3555,4726.56525,4742.474999999999,4767.621,4753.403249999999,4742.362499999999,4745.634,4774.411499999999
"Calbiga,Samar",2700.96225,2699.9249999999997,2698.47825,4514.815500000001,4508.346750000001,4498.43775,4502.3865000000005,4498.7392500000005,4527.811500000001,4493.503500000001,4496.235000000001,4490.772,4499.038500000001,4489.59075,4551.137250000001,4515.26775,4504.22925,4481.439,4497.34875,4522.494750000001,4508.277,4497.23625,4500.507750000001,4529.28525
"Calubian,Leyte",2786.0482500000003,2785.011,2783.5642500000004,4599.9015,4593.43275,4583.523749999999,4587.4725,4583.82525,4612.8975,4578.5895,4581.321,4575.857999999999,4584.1245,4574.67675,4636.22325,4600.353749999999,4589.31525,4566.525,4582.434749999999,4607.58075,4593.362999999999,4582.322249999999,4585.59375,4614.371249999999
"Can-Avid,Eastern Samar",2937.849,2936.85225,2935.3650000000002,4751.74275,4745.274,4735.365,4739.31375,4735.6665,4764.73875,4730.43075,4733.16225,4727.69925,4735.92525,4726.4775,4788.024,4752.1545,4741.116,4718.36625,4734.2355,4759.3815,4745.20425,4734.1635,4737.3945,4766.2125
"Capoocan,Leyte",2735.9475,2734.91025,2733.4635000000003,4549.80075,4543.332,4533.423,4537.37175,4533.7245,4562.79675,4528.48875,4531.22025,4525.75725,4534.02375,4524.576,4586.1225,4550.253,4539.2145,4516.42425,4532.334,4557.4800000000005,4543.26225,4532.2215,4535.493,4564.2705
"Carigara,Leyte",2654.66625,2653.629,2652.1822500000003,4468.5195,4462.05075,4452.14175,4456.0905,4452.44325,4481.5155,4447.2075,4449.939,4444.476,4452.7425,4443.29475,4504.84125,4468.97175,4457.93325,4435.143,4451.05275,4476.1987500000005,4461.981,4450.94025,4454.21175,4482.98925
"Catarman,Northern Samar",3095.1442500000003,3094.107,3092.6602500000004,4908.9975,4902.52875,4892.61975,4896.5685,4892.92125,4921.9935000000005,4887.6855000000005,4890.417,4884.954,4893.2205,4883.77275,4945.3192500000005,4909.44975,4898.41125,4875.621,4891.53075,4916.6767500000005,4902.459,4891.41825,4894.6897500000005,4923.46725
"Catubig,Northern Samar",3259.1287500000003,3258.0915,3256.6447500000004,5072.982,5066.51325,5056.604249999999,5060.553,5056.90575,5085.978,5051.67,5054.4015,5048.938499999999,5057.205,5047.75725,5109.30375,5073.434249999999,5062.39575,5039.6055,5055.5152499999995,5080.66125,5066.443499999999,5055.402749999999,5058.67425,5087.451749999999
"City of Baybay,Leyte",2750.3385000000003,2749.30125,2747.8545000000004,4564.19175,4557.723,4547.813999999999,4551.76275,4548.1155,4577.18775,4542.87975,4545.61125,4540.148249999999,4548.41475,4538.967,4600.5135,4564.643999999999,4553.6055,4530.81525,4546.724999999999,4571.871,4557.653249999999,4546.612499999999,4549.884,4578.661499999999
"City of Borongan,Eastern Samar",2987.2455,2986.2082499999997,2984.7615,4801.09875,4794.63,4784.721,4788.66975,4785.0225,4814.09475,4779.78675,4782.51825,4777.055249999999,4785.32175,4775.874,4837.4205,4801.5509999999995,4790.5125,4767.72225,4783.632,4808.778,4794.5602499999995,4783.519499999999,4786.791,4815.568499999999
"City of Catbalogan,Samar",2811.9277500000003,2810.8455,2809.3987500000003,4625.736,4619.26725,4609.403249999999,4613.307,4609.65975,4638.732,4604.469,4607.1555,4601.692499999999,4610.004,4600.51125,4662.05775,4626.188249999999,4615.14975,4592.3595,4608.269249999999,4633.46025,4619.197499999999,4608.156749999999,4611.42825,4640.205749999999
"City of Maasin,Southern Leyte",2942.4097500000003,2941.3725,2939.9257500000003,4756.263,4749.79425,4739.885249999999,4743.834,4740.18675,4769.259,4734.951,4737.6825,4732.219499999999,4740.486,4731.03825,4792.58475,4756.715249999999,4745.67675,4722.8865,4738.796249999999,4763.94225,4749.724499999999,4738.683749999999,4741.95525,4770.732749999999
"Culaba,Biliran",2876.973,2875.9357499999996,2874.489,4690.82625,4684.3575,4674.4484999999995,4678.39725,4674.75,4703.82225,4669.51425,4672.24575,4666.782749999999,4675.04925,4665.6015,4727.148,4691.278499999999,4680.24,4657.44975,4673.3595,4698.5055,4684.2877499999995,4673.246999999999,4676.5185,4705.295999999999
"Dagami,Leyte",2619.73275,2618.6955,2617.24875,4433.586,4427.11725,4417.20825,4421.157,4417.50975,4446.582,4412.274,4415.0055,4409.5425,4417.809,4408.36125,4469.90775,4434.03825,4422.99975,4400.2095,4416.11925,4441.26525,4427.0475,4416.00675,4419.27825,4448.0557499999995
"Dolores,Eastern Samar",2975.946,2974.9087499999996,2973.462,4789.79925,4783.3305,4773.4214999999995,4777.37025,4773.723,4802.79525,4768.48725,4771.21875,4765.755749999999,4774.02225,4764.5745,4826.121,4790.251499999999,4779.213,4756.42275,4772.3324999999995,4797.4785,4783.2607499999995,4772.219999999999,4775.4915,4804.268999999999
"Dulag,Leyte",2617.74375,2616.7065,2615.25975,4431.597000000001,4425.128250000001,4415.21925,4419.168000000001,4415.520750000001,4444.593000000001,4410.285000000001,4413.016500000001,4407.5535,4415.820000000001,4406.37225,4467.918750000001,4432.04925,4421.01075,4398.2205,4414.13025,4439.276250000001,4425.0585,4414.01775,4417.289250000001,4446.06675
"Gamay,Northern Samar",3117.25275,3116.2155,3114.76875,4931.106,4924.63725,4914.728249999999,4918.677,4915.02975,4944.102,4909.794,4912.5255,4907.062499999999,4915.329,4905.881249999999,4967.42775,4931.558249999999,4920.5197499999995,4897.7294999999995,4913.639249999999,4938.78525,4924.567499999999,4913.526749999999,4916.79825,4945.575749999999
"Gandara,Samar",2903.3475000000003,2902.31025,2900.8635000000004,4717.20075,4710.732,4700.822999999999,4704.77175,4701.1245,4730.19675,4695.88875,4698.62025,4693.157249999999,4701.42375,4691.976,4753.5225,4717.652999999999,4706.6145,4683.82425,4699.7339999999995,4724.88,4710.662249999999,4699.621499999999,4702.893,4731.670499999999
"General MacArthur,Eastern Samar",2830.8885,2829.8512499999997,2828.4045,4644.74175,4638.273,4628.364,4632.31275,4628.6655,4657.73775,4623.42975,4626.16125,4620.6982499999995,4628.96475,4619.517,4681.0635,4645.1939999999995,4634.1555,4611.36525,4627.275,4652.421,4638.20325,4627.162499999999,4630.434,4659.211499999999
"Giporlos,Eastern Samar",2784.849,2783.81175,2782.3650000000002,4598.70225,4592.2335,4582.3245,4586.27325,4582.626,4611.69825,4577.39025,4580.12175,4574.65875,4582.92525,4573.4775,4635.024,4599.1545,4588.116,4565.32575,4581.2355,4606.3815,4592.16375,4581.123,4584.3945,4613.172
"Guiuan,Eastern Samar",2889.8497500000003,2888.8125,2887.3657500000004,4703.703,4697.23425,4687.32525,4691.274,4687.62675,4716.6990000000005,4682.3910000000005,4685.1225,4679.6595,4687.926,4678.47825,4740.0247500000005,4704.15525,4693.11675,4670.3265,4686.23625,4711.382250000001,4697.1645,4686.12375,4689.3952500000005,4718.17275
"Hernani,Eastern Samar",2862.6585,2861.6212499999997,2860.1745,4676.511750000001,4670.043000000001,4660.134,4664.0827500000005,4660.4355000000005,4689.507750000001,4655.199750000001,4657.931250000001,4652.46825,4660.7347500000005,4651.287,4712.833500000001,4676.964,4665.9255,4643.13525,4659.045,4684.191000000001,4669.97325,4658.9325,4662.204000000001,4690.9815
"Hilongos,Leyte",2850.4365000000003,2849.39925,2847.9525000000003,4664.28975,4657.821,4647.911999999999,4651.86075,4648.2135,4677.28575,4642.97775,4645.70925,4640.246249999999,4648.51275,4639.065,4700.6115,4664.741999999999,4653.7035,4630.91325,4646.822999999999,4671.969,4657.751249999999,4646.710499999999,4649.982,4678.759499999999
"Hinabangan,Samar",2810.32575,2809.2884999999997,2807.84175,4624.179,4617.71025,4607.8012499999995,4611.75,4608.10275,4637.175,4602.867,4605.5985,4600.135499999999,4608.402,4598.95425,4660.50075,4624.631249999999,4613.59275,4590.8025,4606.71225,4631.85825,4617.6404999999995,4606.599749999999,4609.87125,4638.648749999999
"Hindang,Leyte",2837.5215000000003,2836.48425,2835.0375000000004,4651.37475,4644.906,4634.996999999999,4638.94575,4635.2985,4664.37075,4630.06275,4632.79425,4627.331249999999,4635.59775,4626.15,4687.6965,4651.826999999999,4640.7885,4617.99825,4633.907999999999,4659.054,4644.836249999999,4633.795499999999,4637.067,4665.844499999999
"Hinunangan,Southern Leyte",2826.42225,2825.3849999999998,2823.93825,4640.275500000001,4633.806750000001,4623.89775,4627.846500000001,4624.199250000001,4653.271500000001,4618.963500000001,4621.695000000001,4616.232,4624.498500000001,4615.05075,4676.597250000001,4640.72775,4629.68925,4606.899,4622.80875,4647.954750000001,4633.737,4622.69625,4625.967750000001,4654.74525
"Hinundayan,Southern Leyte",2825.82825,2824.7909999999997,2823.34425,4639.681500000001,4633.212750000001,4623.30375,4627.2525000000005,4623.6052500000005,4652.677500000001,4618.369500000001,4621.101000000001,4615.638,4623.904500000001,4614.45675,4676.003250000001,4640.13375,4629.09525,4606.305,4622.21475,4647.360750000001,4633.143,4622.10225,4625.373750000001,4654.15125
"Inopacan,Leyte",2813.8717500000002,2812.8345,2811.3877500000003,4627.725,4621.25625,4611.34725,4615.296,4611.64875,4640.7210000000005,4606.4130000000005,4609.1445,4603.6815,4611.948,4602.50025,4664.04675,4628.17725,4617.13875,4594.3485,4610.25825,4635.4042500000005,4621.1865,4610.14575,4613.41725,4642.19475
"Isabel,Leyte",2862.17925,2861.142,2859.69525,4676.0325,4669.56375,4659.65475,4663.6035,4659.95625,4689.0285,4654.7205,4657.452,4651.989,4660.2555,4650.80775,4712.35425,4676.48475,4665.44625,4642.656,4658.56575,4683.71175,4669.494,4658.45325,4661.72475,4690.50225
"Jaro,Leyte",2625.009,2623.9717499999997,2622.525,4438.86225,4432.3935,4422.4845,4426.43325,4422.786,4451.85825,4417.55025,4420.28175,4414.818749999999,4423.08525,4413.6375,4475.184,4439.3144999999995,4428.276,4405.48575,4421.3955,4446.5415,4432.32375,4421.282999999999,4424.5545,4453.331999999999
"Javier,Leyte",2675.1525,2674.11525,2672.6685,4489.00575,4482.537,4472.628,4476.57675,4472.9295,4502.00175,4467.69375,4470.42525,4464.96225,4473.22875,4463.781,4525.3275,4489.458,4478.4195,4455.62925,4471.539,4496.685,4482.46725,4471.4265,4474.698,4503.4755
"Jiabong,Samar",2773.22775,2772.1904999999997,2770.74375,4587.081,4580.61225,4570.70325,4574.652,4571.00475,4600.077,4565.769,4568.5005,4563.037499999999,4571.304,4561.85625,4623.40275,4587.5332499999995,4576.49475,4553.7045,4569.61425,4594.76025,4580.5425,4569.501749999999,4572.77325,4601.550749999999
"Julita,Leyte",2617.51875,2616.4815,2615.0347500000003,4431.372,4424.90325,4414.99425,4418.943,4415.29575,4444.368,4410.06,4412.7915,4407.3285,4415.595,4406.14725,4467.69375,4431.82425,4420.78575,4397.9955,4413.90525,4439.05125,4424.8335,4413.79275,4417.06425,4445.84175
"Kananga,Leyte",2729.3595,2728.3222499999997,2726.8755,4543.212750000001,4536.744000000001,4526.835,4530.7837500000005,4527.1365000000005,4556.208750000001,4521.900750000001,4524.632250000001,4519.16925,4527.435750000001,4517.988,4579.534500000001,4543.665,4532.6265,4509.83625,4525.746,4550.892000000001,4536.67425,4525.6335,4528.905000000001,4557.6825
"Kawayan,Biliran",2843.5020000000004,2842.46475,2841.0180000000005,4657.3552500000005,4650.8865000000005,4640.9775,4644.92625,4641.279,4670.351250000001,4636.043250000001,4638.7747500000005,4633.31175,4641.5782500000005,4632.1305,4693.677000000001,4657.8075,4646.769,4623.97875,4639.8885,4665.034500000001,4650.81675,4639.776,4643.047500000001,4671.825
"La Paz,Leyte",2646.9465,2645.9092499999997,2644.4625,4460.79975,4454.331,4444.422,4448.37075,4444.7235,4473.79575,4439.48775,4442.21925,4436.756249999999,4445.02275,4435.575,4497.1215,4461.2519999999995,4450.2135,4427.42325,4443.333,4468.479,4454.26125,4443.220499999999,4446.492,4475.269499999999
"Laoang,Northern Samar",3247.9440000000004,3246.90675,3245.4600000000005,5061.7972500000005,5055.3285000000005,5045.4195,5049.36825,5045.7210000000005,5074.793250000001,5040.485250000001,5043.2167500000005,5037.75375,5046.0202500000005,5036.5725,5098.119000000001,5062.2495,5051.211,5028.42075,5044.3305,5069.476500000001,5055.25875,5044.218,5047.489500000001,5076.267
"Lapinig,Northern Samar",3090.0345,3088.99725,3087.5505000000003,4903.88775,4897.419,4887.509999999999,4891.45875,4887.8115,4916.88375,4882.57575,4885.30725,4879.844249999999,4888.11075,4878.663,4940.2095,4904.339999999999,4893.3015,4870.51125,4886.420999999999,4911.567,4897.349249999999,4886.308499999999,4889.58,4918.357499999999
"Las Navas,Northern Samar",3303.99825,3302.961,3301.51425,5117.851500000001,5111.382750000001,5101.47375,5105.422500000001,5101.775250000001,5130.847500000001,5096.539500000001,5099.271000000001,5093.808,5102.074500000001,5092.62675,5154.173250000001,5118.30375,5107.26525,5084.475,5100.38475,5125.530750000001,5111.313,5100.27225,5103.543750000001,5132.32125
"Lavezares,Northern Samar",3148.683,3147.6457499999997,3146.199,4962.53625,4956.0675,4946.2035,4950.10725,4946.505,4975.53225,4941.22425,4943.95575,4938.492749999999,4946.75925,4937.3115,4998.858,4962.9884999999995,4951.95,4929.15975,4945.1145,4970.2155,4955.9977499999995,4944.956999999999,4948.2735,4977.005999999999
"Lawaan,Eastern Samar",2726.1510000000003,2725.11375,2723.6670000000004,4540.00425,4533.5355,4523.626499999999,4527.57525,4523.928,4553.00025,4518.69225,4521.42375,4515.960749999999,4524.22725,4514.7795,4576.326,4540.456499999999,4529.418,4506.62775,4522.537499999999,4547.6835,4533.465749999999,4522.424999999999,4525.6965,4554.473999999999
"Leyte,Leyte",2734.0125000000003,2732.97525,2731.5285000000003,4547.86575,4541.397,4531.487999999999,4535.43675,4531.7895,4560.86175,4526.55375,4529.28525,4523.822249999999,4532.08875,4522.641,4584.1875,4548.317999999999,4537.2795,4514.48925,4530.398999999999,4555.545,4541.327249999999,4530.286499999999,4533.558,4562.335499999999
"Libagon,Southern Leyte",2879.907,2878.86975,2877.4230000000002,4693.76025,4687.2915,4677.3825,4681.33125,4677.684,4706.75625,4672.44825,4675.17975,4669.71675,4677.98325,4668.5355,4730.082,4694.2125,4683.174,4660.38375,4676.2935,4701.4395,4687.22175,4676.181,4679.4525,4708.23
"Liloan,Southern Leyte",2888.9632500000002,2887.926,2886.4792500000003,4702.8165,4696.34775,4686.438749999999,4690.3875,4686.74025,4715.8125,4681.5045,4684.236,4678.772999999999,4687.0395,4677.59175,4739.13825,4703.268749999999,4692.23025,4669.44,4685.349749999999,4710.49575,4696.277999999999,4685.237249999999,4688.50875,4717.286249999999
"Llorente,Eastern Samar",2900.12775,2899.0905,2897.64375,4713.981000000001,4707.512250000001,4697.60325,4701.552000000001,4697.904750000001,4726.977000000001,4692.669000000001,4695.400500000001,4689.9375,4698.204000000001,4688.75625,4750.302750000001,4714.43325,4703.39475,4680.6045,4696.51425,4721.660250000001,4707.4425,4696.40175,4699.673250000001,4728.45075
"Lope de Vega,Northern Samar",3043.023,3041.98575,3040.539,4856.87625,4850.4075,4840.4985,4844.44725,4840.8,4869.87225,4835.56425,4838.29575,4832.83275,4841.09925,4831.6515,4893.198,4857.3285,4846.29,4823.49975,4839.4095,4864.5555,4850.33775,4839.297,4842.5685,4871.346
"Macarthur,Leyte",2658.03675,2656.9995,2655.5527500000003,4471.89,4465.42125,4455.51225,4459.461,4455.81375,4484.886,4450.578,4453.3095,4447.8465,4456.113,4446.66525,4508.21175,4472.34225,4461.30375,4438.5135,4454.42325,4479.5692500000005,4465.3515,4454.31075,4457.58225,4486.35975
"Macrohon,Southern Leyte",2925.5617500000003,2924.5245,2923.0777500000004,4739.415,4732.94625,4723.037249999999,4726.986,4723.33875,4752.411,4718.103,4720.8345,4715.371499999999,4723.638,4714.19025,4775.73675,4739.867249999999,4728.82875,4706.0385,4721.9482499999995,4747.09425,4732.876499999999,4721.835749999999,4725.10725,4753.884749999999
"Mahaplag,Leyte",2723.2845,2722.24725,2720.8005000000003,4537.13775,4530.669,4520.759999999999,4524.70875,4521.0615,4550.13375,4515.82575,4518.55725,4513.094249999999,4521.36075,4511.913,4573.4595,4537.589999999999,4526.5515,4503.76125,4519.670999999999,4544.817,4530.599249999999,4519.558499999999,4522.83,4551.607499999999
"Malitbog,Southern Leyte",2868.4747500000003,2867.4375,2865.9907500000004,4682.328,4675.85925,4665.95025,4669.899,4666.25175,4695.3240000000005,4661.0160000000005,4663.7475,4658.2845,4666.551,4657.10325,4718.6497500000005,4682.78025,4671.74175,4648.9515,4664.86125,4690.007250000001,4675.7895,4664.74875,4668.0202500000005,4696.79775
"Mapanas,Northern Samar",3151.7610000000004,3150.68325,3149.2365000000004,4965.6142500000005,4959.1050000000005,4949.2365,4953.14475,4949.5380000000005,4978.569750000001,4944.302250000001,4946.99325,4941.57075,4949.79675,4940.349,5001.8955000000005,4966.026,4955.028,4932.23775,4948.1475,4973.293500000001,4959.03525,4948.035,4951.2660000000005,4980.084
"Marabut,Samar",2648.4990000000003,2647.46175,2646.0150000000003,4462.35225,4455.8835,4445.974499999999,4449.92325,4446.276,4475.34825,4441.04025,4443.77175,4438.308749999999,4446.57525,4437.1275,4498.674,4462.804499999999,4451.766,4428.97575,4444.885499999999,4470.0315,4455.813749999999,4444.772999999999,4448.0445,4476.821999999999
"Maslog,Eastern Samar",2996.1600000000003,2995.12275,2993.6760000000004,4810.01325,4803.5445,4793.635499999999,4797.58425,4793.937,4823.00925,4788.70125,4791.43275,4785.969749999999,4794.23625,4784.7885,4846.335,4810.465499999999,4799.427,4776.63675,4792.5464999999995,4817.6925,4803.474749999999,4792.433999999999,4795.7055,4824.482999999999
"Matag-ob,Leyte",2763.22875,2762.1915,2760.7447500000003,4577.082,4570.61325,4560.70425,4564.653,4561.00575,4590.078,4555.77,4558.5015,4553.0385,4561.305,4551.85725,4613.40375,4577.53425,4566.49575,4543.7055,4559.61525,4584.7612500000005,4570.5435,4559.50275,4562.77425,4591.55175
"Matalom,Leyte",2888.853,2887.8157499999998,2886.369,4702.70625,4696.2375,4686.3285,4690.27725,4686.63,4715.70225,4681.39425,4684.12575,4678.6627499999995,4686.92925,4677.4815,4739.028,4703.1585,4692.12,4669.32975,4685.2395,4710.3855,4696.16775,4685.1269999999995,4688.3985,4717.1759999999995
"Mayorga,Leyte",2634.63225,2633.595,2632.14825,4448.485500000001,4442.016750000001,4432.10775,4436.056500000001,4432.409250000001,4461.481500000001,4427.173500000001,4429.905000000001,4424.442,4432.708500000001,4423.26075,4484.807250000001,4448.93775,4437.89925,4415.109,4431.01875,4456.164750000001,4441.947,4430.90625,4434.177750000001,4462.95525
