"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Balangkayan,Eastern Samar",1192.44875,1192.44875,1192.44875,2212.91,2265.4475,2255.5385,2268.95525,2267.6907499999998,2284.91225,2250.6042500000003,2267.5737499999996,2260.0385,2268.809,2259.3050000000003,2308.2380000000003,2276.05625,2256.8547500000004,2250.6695,2254.4494999999997,2279.5955000000004,2260.9025,2231.29475,2266.19225,2286.3860000000004
"Barugo,Leyte",759.5285,759.5285,759.5285,2159.864,2212.4015,2202.4925000000003,2215.90925,2214.64475,2231.86625,2197.55825,2214.5277499999997,2206.9925000000003,2215.7630000000004,2206.259,2255.192,2223.0102500000003,2203.80875,2197.6235,2201.4035,2226.5495,2207.8565000000003,2178.24875,2213.1462500000002,2233.34
"Basey,Samar",928.1075000000001,928.1075000000001,928.1075000000001,2099.70125,2152.23875,2142.32975,2155.7465,2154.482,2171.7034999999996,2137.3955,2154.365,2146.82975,2155.6002500000004,2146.09625,2195.02925,2162.8475,2143.646,2137.46075,2141.24075,2166.38675,2147.6937500000004,2118.0860000000002,2152.9835000000003,2173.17725
"Bato,Leyte",856.328,856.328,856.328,2391.7264999999998,2444.264,2434.355,2447.77175,2446.5072499999997,2463.7287499999998,2429.42075,2446.3902499999995,2438.855,2447.6255,2438.1215,2487.0545,2454.87275,2435.6712500000003,2429.486,2433.2659999999996,2458.4120000000003,2439.719,2410.11125,2445.00875,2465.2025000000003
"Bobon,Northern Samar",1448.2175,1448.2175,1448.2175,1629.8089999999997,1682.3465,1672.4375,1685.8542499999999,1684.58975,1701.8112499999997,1667.5032500000002,1684.47275,1676.9375,1685.708,1676.2040000000002,1725.1370000000002,1692.95525,1673.7537500000003,1667.5684999999999,1671.3485,1696.4945000000002,1677.8015,1648.19375,1683.09125,1703.2850000000003
"Bontoc,Southern Leyte",889.68425,889.68425,889.68425,2364.08975,2416.58225,2406.67325,2420.135,2418.8705,2436.0469999999996,2401.739,2418.7084999999997,2411.17325,2419.9887500000004,2410.48475,2459.37275,2427.191,2408.0345,2401.80425,2405.58425,2430.77525,2412.0372500000003,2382.4295,2417.327,2437.52075
"Burauen,Leyte",853.11275,853.11275,853.11275,2153.6495,2206.187,2196.233,2209.64975,2208.38525,2225.65175,2191.34375,2208.3132499999997,2200.733,2209.5485000000003,2200.0445,2248.9325,2216.75075,2197.59425,2191.409,2195.144,2220.335,2201.597,2171.98925,2206.88675,2227.0805
"Cabucgayan,Biliran",808.8552500000001,808.8552500000001,808.8552500000001,2320.8019999999997,2373.3395,2363.4305,2376.84725,2375.5827499999996,2392.8042499999997,2358.49625,2375.4657499999994,2367.9305,2376.701,2367.197,2416.13,2383.94825,2364.7467500000002,2358.5615,2362.3414999999995,2387.4875,2368.7945,2339.18675,2374.08425,2394.2780000000002
"Caibiran,Biliran",839.5025,839.5025,839.5025,2351.4492499999997,2403.98675,2394.0777500000004,2407.4945,2406.23,2423.4515,2389.1435,2406.113,2398.5777500000004,2407.34825,2397.84425,2446.77725,2414.5955000000004,2395.3940000000002,2389.20875,2392.98875,2418.13475,2399.44175,2369.834,2404.7315,2424.9252500000002
"Calbayog City,Samar",1218.9537500000001,1218.9537500000001,1218.9537500000001,1679.8107499999999,1732.34825,1722.4392500000001,1735.856,1734.5915,1751.8129999999999,1717.505,1734.4744999999998,1726.9392500000001,1735.7097500000002,1726.20575,1775.13875,1742.957,1723.7555000000002,1717.57025,1721.35025,1746.4962500000001,1727.8032500000002,1698.1955,1733.093,1753.2867500000002
"Calbiga,Samar",973.78025,973.78025,973.78025,1963.1397499999998,2015.67725,2005.76825,2019.185,2017.9205,2035.1419999999998,2000.834,2017.8034999999998,2010.26825,2019.0387500000002,2009.53475,2058.46775,2026.286,2007.0845000000002,2000.89925,2004.67925,2029.82525,2011.13225,1981.5245,2016.422,2036.6157500000002
"Calubian,Leyte",787.62875,787.62875,787.62875,2299.5755,2352.1130000000003,2342.204,2355.62075,2354.35625,2371.57775,2337.2697500000004,2354.2392499999996,2346.704,2355.4745000000003,2345.9705000000004,2394.9035000000003,2362.72175,2343.5202500000005,2337.335,2341.115,2366.2610000000004,2347.568,2317.96025,2352.85775,2373.0515000000005
"Can-Avid,Eastern Samar",1210.667,1210.7075,1210.7075,2102.5609999999997,2155.0985,2145.1895000000004,2158.60625,2157.34175,2174.56325,2140.25525,2157.22475,2149.6895000000004,2158.46,2148.956,2197.889,2165.7072500000004,2146.5057500000003,2140.3205,2144.1005,2169.2465,2150.5535,2120.94575,2155.84325,2176.0370000000003
"Capoocan,Leyte",681.827,681.827,681.827,2249.477,2302.0145,2292.1055,2305.52225,2304.2577499999998,2321.47925,2287.1712500000003,2304.1407499999996,2296.6055,2305.376,2295.8720000000003,2344.8050000000003,2312.62325,2293.4217500000004,2287.2365,2291.0164999999997,2316.1625000000004,2297.4695,2267.86175,2302.75925,2322.9530000000004
"Carigara,Leyte",732.96275,732.96275,732.96275,2168.1935,2220.7309999999998,2210.822,2224.23875,2222.97425,2240.19575,2205.88775,2222.85725,2215.322,2224.0925,2214.5885,2263.5215,2231.33975,2212.13825,2205.953,2209.733,2234.879,2216.186,2186.57825,2221.47575,2241.6695
"Catarman,Northern Samar",1367.9645,1367.9645,1367.9645,1636.0369999999998,1688.5745,1678.6655,1692.08225,1690.81775,1708.0392499999998,1673.73125,1690.7007499999997,1683.1655,1691.9360000000001,1682.432,1731.365,1699.18325,1679.9817500000001,1673.7965,1677.5765,1702.7225,1684.0295,1654.42175,1689.31925,1709.5130000000001
"Catubig,Northern Samar",1531.949,1531.949,1531.949,1756.628,1809.1655,1799.2565000000002,1812.67325,1811.40875,1828.63025,1794.3222500000002,1811.2917499999999,1803.7565000000002,1812.5270000000003,1803.0230000000001,1851.9560000000001,1819.7742500000002,1800.5727500000003,1794.3875,1798.1675,1823.3135000000002,1804.6205000000002,1775.01275,1809.9102500000001,1830.1040000000003
"City of Baybay,Leyte",745.17575,745.17575,745.17575,2289.8599999999997,2342.3525,2332.4435000000003,2345.90525,2344.6407499999996,2361.8622499999997,2327.50925,2344.5237499999994,2336.9885,2345.714,2336.21,2385.188,2353.00625,2333.8047500000002,2327.5744999999997,2331.3994999999995,2356.5005,2337.8075,2308.1997499999998,2343.09725,2363.291
"City of Borongan,Eastern Samar",1260.0635,1260.0635,1260.0635,2146.23125,2198.76875,2188.85975,2202.2765,2201.0502500000002,2218.2335,2183.9255000000003,2200.93325,2193.35975,2202.1685,2192.6262500000003,2241.5592500000002,2209.41575,2190.1760000000004,2183.99075,2187.809,2212.9167500000003,2194.22375,2164.65425,2199.5135,2219.7455
"City of Catbalogan,Samar",1084.748,1084.748,1084.748,1816.40825,1868.94575,1859.0367500000002,1872.4535,1871.189,1888.4105,1854.1025000000002,1871.072,1863.5367500000002,1872.3072500000003,1862.8032500000002,1911.7362500000002,1879.5545000000002,1860.3530000000003,1854.16775,1857.94775,1883.0937500000002,1864.4007500000002,1834.7930000000001,1869.6905000000002,1889.8842500000003
"City of Maasin,Southern Leyte",914.85725,914.85725,914.85725,2481.9312499999996,2534.46875,2524.5597500000003,2537.9764999999998,2536.712,2553.9335,2519.6255,2536.595,2529.0597500000003,2537.83025,2528.32625,2577.25925,2545.0775000000003,2525.876,2519.6907499999998,2523.47075,2548.61675,2529.92375,2500.316,2535.2135,2555.40725
"Culaba,Biliran",878.5535,878.5535,878.5535,2390.50025,2442.9927500000003,2433.1287500000003,2446.5005,2445.281,2462.4575,2428.1945000000005,2445.1189999999997,2437.5837500000002,2446.3992500000004,2436.8952500000005,2485.7832500000004,2453.6465000000003,2434.4000000000005,2428.25975,2432.03975,2457.1407500000005,2438.4477500000003,2408.84,2443.7375,2463.9762500000006
"Dagami,Leyte",824.5805,824.5805,824.5805,2146.37525,2198.91275,2189.0037500000003,2202.4205,2201.156,2218.3775,2184.0695,2201.0389999999998,2193.5037500000003,2202.2742500000004,2192.77025,2241.70325,2209.5215000000003,2190.32,2184.13475,2187.91475,2213.06075,2194.3677500000003,2164.76,2199.6575000000003,2219.85125
"Dolores,Eastern Samar",1248.7640000000001,1248.7640000000001,1248.7640000000001,2140.658,2193.1955,2183.24825,2196.665,2195.4387500000003,2212.66025,2178.35225,2195.32175,2187.74825,2196.5570000000002,2187.0147500000003,2235.986,2203.80425,2184.5645000000004,2178.4175,2182.15925,2207.3435,2188.61225,2159.04275,2193.94025,2214.134
"Dulag,Leyte",891.56075,891.56075,891.56075,2157.26525,2209.7577499999998,2199.89375,2213.2655,2212.001,2229.2225,2194.9145,2211.884,2204.34875,2213.11925,2203.66025,2252.54825,2220.3665,2201.165,2194.97975,2198.75975,2223.90575,2205.21275,2175.65,2210.5475,2230.74125
"Gamay,Northern Samar",1390.0707499999999,1390.0707499999999,1390.0707499999999,1878.2202499999999,1930.75775,1920.84875,1934.2655,1933.001,1950.2224999999999,1915.9145,1932.8839999999998,1925.34875,1934.1192500000002,1924.61525,1973.54825,1941.3665,1922.1650000000002,1915.97975,1919.75975,1944.9057500000001,1926.2127500000001,1896.605,1931.5025,1951.6962500000002
"Gandara,Samar",1176.16775,1176.16775,1176.16775,1774.4795,1827.017,1817.1080000000002,1830.52475,1829.26025,1846.48175,1812.1737500000002,1829.1432499999999,1821.6080000000002,1830.3785000000003,1820.8745000000001,1869.8075000000001,1837.6257500000002,1818.4242500000003,1812.239,1816.019,1841.1650000000002,1822.4720000000002,1792.86425,1827.7617500000001,1847.9555000000003
"General MacArthur,Eastern Samar",1103.7065,1103.7065,1103.7065,2301.821,2354.3585000000003,2344.4495,2357.86625,2356.60175,2373.82325,2339.5152500000004,2356.4847499999996,2348.9495,2357.7200000000003,2348.2160000000003,2397.1490000000003,2364.96725,2345.7657500000005,2339.5805,2343.3605,2368.5065000000004,2349.8135,2320.20575,2355.10325,2375.2970000000005
"Giporlos,Eastern Samar",1057.667,1057.667,1057.667,2229.263,2281.8005000000003,2271.8915,2285.30825,2284.04375,2301.26525,2266.9572500000004,2283.884,2276.3915,2285.11925,2275.6580000000004,2324.54825,2292.3665,2273.165,2266.97975,2270.75975,2295.9485000000004,2277.2555,2247.64775,2282.5025,2302.69625
"Guiuan,Eastern Samar",1162.66775,1162.66775,1162.66775,2334.2614999999996,2386.799,2376.8900000000003,2390.3067499999997,2389.04225,2406.26375,2371.95575,2388.92525,2381.3900000000003,2390.1605,2380.6565,2429.5895,2397.4077500000003,2378.20625,2372.0209999999997,2375.801,2400.947,2382.254,2352.64625,2387.54375,2407.7375
"Hernani,Eastern Samar",1135.4765,1135.4765,1135.4765,2275.2934999999998,2327.831,2317.922,2331.33875,2330.0742499999997,2347.2957499999998,2312.9877500000002,2329.9572499999995,2322.422,2331.1925,2321.6885,2370.6215,2338.43975,2319.2382500000003,2313.053,2316.8329999999996,2341.9790000000003,2323.286,2293.67825,2328.57575,2348.7695000000003
"Hilongos,Leyte",822.884,822.884,822.884,2389.91975,2442.45725,2432.54825,2445.965,2444.7005,2461.9219999999996,2427.614,2444.5834999999997,2437.04825,2445.8187500000004,2436.31475,2485.24775,2453.066,2433.8645,2427.67925,2431.45925,2456.60525,2437.9122500000003,2408.3045,2443.202,2463.39575
"Hinabangan,Samar",1083.14375,1083.14375,1083.14375,1975.0355,2027.573,2017.6280000000002,2031.04475,2029.78025,2047.03775,2012.6937500000001,2029.69925,2022.1280000000002,2030.9345000000003,2021.4305000000002,2070.3275000000003,2038.1457500000001,2018.9442500000002,2012.759,2016.575,2041.7210000000002,2022.9920000000002,1993.38425,2028.28175,2048.4755000000005
"Hindang,Leyte",809.969,809.969,809.969,2377.0429999999997,2429.5805,2419.6715000000004,2433.08825,2431.82375,2449.04525,2414.73725,2431.70675,2424.1715000000004,2432.942,2423.438,2472.371,2440.1892500000004,2420.9877500000002,2414.8025,2418.5825,2443.7285,2425.0355,2395.42775,2430.32525,2450.5190000000002
"Hinunangan,Southern Leyte",973.0535,973.0535,973.0535,2365.94375,2418.48125,2408.57225,2421.989,2420.7245000000003,2437.946,2403.638,2420.6075,2413.07225,2421.8427500000003,2412.33875,2461.27175,2429.09,2409.8885,2403.70325,2407.48325,2432.62925,2413.93625,2384.3285,2419.226,2439.41975
"Hinundayan,Southern Leyte",972.4594999999999,972.4594999999999,972.4594999999999,2365.34975,2417.8872499999998,2407.97825,2421.395,2420.1305,2437.352,2403.044,2420.0135,2412.47825,2421.24875,2411.74475,2460.67775,2428.496,2409.2945,2403.10925,2406.88925,2432.03525,2413.34225,2383.7345,2418.632,2438.82575
"Inopacan,Leyte",786.31925,786.31925,786.31925,2353.39325,2405.93075,2396.02175,2409.4385,2408.174,2425.3954999999996,2391.0875,2408.057,2400.52175,2409.2922500000004,2399.78825,2448.72125,2416.5395,2397.338,2391.15275,2394.93275,2420.07875,2401.3857500000004,2371.7780000000002,2406.6755000000003,2426.86925
"Isabel,Leyte",727.0025,727.0025,727.0025,2375.70875,2428.24625,2418.33725,2431.754,2430.4894999999997,2447.711,2413.4030000000002,2430.3724999999995,2422.83725,2431.60775,2422.10375,2471.03675,2438.855,2419.6535000000003,2413.46825,2417.2482499999996,2442.3942500000003,2423.70125,2394.0935,2428.991,2449.1847500000003
"Jaro,Leyte",781.35575,781.35575,781.35575,2138.53625,2191.07375,2181.16475,2194.5815000000002,2193.317,2210.5384999999997,2176.2305,2193.2,2185.66475,2194.4352500000005,2184.93125,2233.86425,2201.6825,2182.481,2176.29575,2180.07575,2205.22175,2186.5287500000004,2156.9210000000003,2191.8185000000003,2212.01225
"Javier,Leyte",850.37,850.37,850.37,2214.674,2267.2115,2257.3025000000002,2270.71925,2269.45475,2286.67625,2252.36825,2269.3377499999997,2261.8025000000002,2270.5730000000003,2261.069,2310.002,2277.82025,2258.61875,2252.4335,2256.2135,2281.3595,2262.6665000000003,2233.05875,2267.95625,2288.15
"Jiabong,Samar",1046.04575,1046.04575,1046.04575,1888.23725,1940.77475,1930.92425,1944.2825,1943.0765,1960.2395,1925.9315000000001,1942.9009999999998,1935.3657500000002,1944.1362500000002,1934.63225,1983.56525,1951.442,1932.1820000000002,1925.99675,1929.77675,1954.9227500000002,1936.28825,1906.622,1941.5195,1961.7132500000002
"Julita,Leyte",871.59875,871.59875,871.59875,2157.04025,2209.57775,2199.66875,2213.0855,2211.821,2229.0424999999996,2194.7345,2211.7039999999997,2204.16875,2212.9392500000004,2203.43525,2252.36825,2220.1865,2200.985,2194.79975,2198.57975,2223.72575,2205.0327500000003,2175.425,2210.3225,2230.51625
"Kananga,Leyte",658.26725,658.26725,658.26725,2242.889,2295.4265,2285.5175,2298.9342500000002,2297.66975,2314.8912499999997,2280.58325,2297.55275,2290.0175,2298.7880000000005,2289.284,2338.217,2306.03525,2286.8337500000002,2280.6485000000002,2284.4285,2309.5745,2290.8815000000004,2261.2737500000003,2296.1712500000003,2316.3650000000002
"Kawayan,Biliran",845.0825,845.0825,845.0825,2357.0292499999996,2409.56675,2399.6577500000003,2413.0744999999997,2411.81,2429.0315,2394.7235,2411.6929999999998,2404.1577500000003,2412.92825,2403.42425,2452.35725,2420.1755000000003,2400.974,2394.7887499999997,2398.56875,2423.71475,2405.02175,2375.4139999999998,2410.3115,2430.50525
"La Paz,Leyte",892.1435,892.1435,892.1435,2186.423,2238.9605,2229.0515,2242.46825,2241.2487499999997,2258.42525,2224.1172500000002,2241.08675,2233.5965,2242.322,2232.818,2281.7960000000003,2249.56925,2230.3677500000003,2224.1825,2227.9625,2253.1535000000003,2234.4155,2204.80775,2239.75025,2259.8990000000003
"Laoang,Northern Samar",1520.7620000000002,1520.7620000000002,1520.7620000000002,1737.92825,1790.4657499999998,1780.5567500000002,1793.9735,1792.7089999999998,1809.9305,1775.6225,1792.5919999999996,1785.0567500000002,1793.8272500000003,1784.32325,1833.25625,1801.0745000000002,1781.873,1775.68775,1779.4677499999998,1804.61375,1785.9207500000002,1756.313,1791.2105000000001,1811.40425
"Lapinig,Northern Samar",1362.8525,1362.8525,1362.8525,1898.2002499999999,1950.73775,1940.8287500000001,1954.2455,1952.981,1970.2024999999999,1935.8945,1952.8639999999998,1945.3287500000001,1954.0992500000002,1944.59525,1993.52825,1961.3465,1942.1450000000002,1935.95975,1939.73975,1964.8857500000001,1946.1927500000002,1916.585,1951.4825,1971.6762500000002
"Las Navas,Northern Samar",1576.8185,1576.8185,1576.7734999999998,1801.4975,1854.0349999999999,1844.1260000000002,1857.54275,1856.2782499999998,1873.49975,1839.19175,1856.1612499999997,1848.6260000000002,1857.3965000000003,1847.8925,1896.8255,1864.6437500000002,1845.44225,1839.257,1843.0369999999998,1868.183,1849.4900000000002,1819.88225,1854.7797500000001,1874.9735
"Lavezares,Northern Samar",1421.50325,1421.50325,1421.50325,1550.5617499999998,1603.09925,1593.19025,1606.607,1605.3425,1622.5639999999999,1588.256,1605.2254999999998,1597.69025,1606.4607500000002,1596.95675,1645.88975,1613.708,1594.5065000000002,1588.32125,1592.10125,1617.2472500000001,1598.5542500000001,1568.9465,1603.844,1624.0377500000002
"Lawaan,Eastern Samar",998.969,998.969,998.969,2170.5649999999996,2223.1025,2213.1935000000003,2226.6102499999997,2225.34575,2242.56725,2208.25925,2225.2287499999998,2217.6935000000003,2226.464,2216.96,2265.893,2233.7112500000003,2214.50975,2208.3244999999997,2212.1045,2237.2505,2218.5575,2188.9497499999998,2223.84725,2244.041
"Leyte,Leyte",735.593,735.593,735.593,2247.53975,2300.0772500000003,2290.16825,2303.585,2302.3205,2319.542,2285.2340000000004,2302.2034999999996,2294.66825,2303.4387500000003,2293.9347500000003,2342.8677500000003,2310.686,2291.4845000000005,2285.29925,2289.07925,2314.2252500000004,2295.53225,2265.9245,2300.822,2321.0157500000005
"Libagon,Southern Leyte",982.013,982.013,982.013,2419.4285,2471.9660000000003,2462.0570000000002,2475.47375,2474.20925,2491.43075,2457.1227500000005,2474.0922499999997,2466.5570000000002,2475.3275000000003,2465.8235000000004,2514.7565000000004,2482.57475,2463.3732500000006,2457.188,2460.968,2486.1140000000005,2467.4210000000003,2437.81325,2472.71075,2492.9045000000006
"Liloan,Southern Leyte",959.0405000000001,959.0405000000001,959.0405000000001,2428.4397499999995,2481.02225,2471.1132500000003,2484.53,2483.2655000000004,2500.487,2466.179,2483.1485000000002,2475.6132500000003,2484.3837500000004,2474.87975,2523.81275,2491.6310000000003,2472.4295,2466.24425,2470.0242500000004,2495.17025,2476.4772500000004,2446.8695000000002,2481.7670000000003,2501.96075
"Llorente,Eastern Samar",1172.9457499999999,1172.9457499999999,1172.9457499999999,2232.413,2284.9505,2275.07975,2288.45825,2287.19375,2304.41525,2270.10725,2287.115,2279.5415000000003,2288.3120000000004,2278.84625,2327.741,2295.5592500000002,2276.396,2270.1725,2273.9525,2299.0985,2280.4055000000003,2250.8360000000002,2285.69525,2305.889
"Lope de Vega,Northern Samar",1315.79825,1315.84325,1315.84325,1702.7292499999999,1755.26675,1745.3577500000001,1758.7745,1757.51,1774.7314999999999,1740.4235,1757.3929999999998,1749.8577500000001,1758.6282500000002,1749.12425,1798.05725,1765.8755,1746.6740000000002,1740.48875,1744.26875,1769.4147500000001,1750.7217500000002,1721.114,1756.0115,1776.2052500000002
"Macarthur,Leyte",865.18625,865.18625,865.18625,2197.55825,2250.09575,2240.1867500000003,2253.6035,2252.339,2269.5605,2235.2525,2252.2219999999998,2244.6867500000003,2253.4572500000004,2243.95325,2292.88625,2260.7045000000003,2241.503,2235.31775,2239.09775,2264.24375,2245.5507500000003,2215.943,2250.8405000000002,2271.03425
"Macrohon,Southern Leyte",942.5840000000001,942.5840000000001,942.5840000000001,2465.0832499999997,2517.57575,2507.6667500000003,2521.1285,2519.8639999999996,2537.0405,2502.7775,2519.7469999999994,2512.21175,2520.93725,2511.47825,2560.36625,2528.1845000000003,2509.0280000000002,2502.84275,2506.6227499999995,2531.76875,2513.07575,2483.468,2518.3655,2538.51425
"Mahaplag,Leyte",793.3595,793.3595,793.3595,2262.8059999999996,2315.3435,2305.4345000000003,2318.8512499999997,2317.58675,2334.80825,2300.50025,2317.4697499999997,2309.9345000000003,2318.705,2309.201,2358.134,2325.9522500000003,2306.75075,2300.5654999999997,2304.3455,2329.4915,2310.7985,2281.1907499999998,2316.08825,2336.282
"Malitbog,Southern Leyte",942.3725000000001,942.3725000000001,942.3725000000001,2407.9962499999997,2460.48875,2450.57975,2464.0415,2462.732,2479.9534999999996,2445.6455,2462.66,2455.12475,2463.8502500000004,2454.34625,2503.3242499999997,2471.0975,2451.941,2445.71075,2449.53575,2474.6817499999997,2455.9437500000004,2426.381,2461.2785,2481.47225
"Mapanas,Northern Samar",1424.5385,1424.5385,1424.5385,1843.93925,1896.47675,1886.5677500000002,1899.9845,1898.72,1915.9415,1881.6335000000001,1898.6029999999998,1891.0677500000002,1899.8382500000002,1890.33425,1939.26725,1907.0855000000001,1887.8840000000002,1881.69875,1885.47875,1910.6247500000002,1891.9317500000002,1862.324,1897.2215,1917.4152500000002
"Marabut,Samar",921.317,921.317,921.317,2092.913,2145.4505,2135.5415000000003,2148.95825,2147.69375,2164.91525,2130.60725,2147.5767499999997,2140.0415000000003,2148.8120000000004,2139.308,2188.241,2156.0592500000002,2136.85775,2130.6725,2134.4525,2159.5985,2140.9055000000003,2111.29775,2146.19525,2166.389
"Maslog,Eastern Samar",1268.978,1268.978,1268.978,2160.872,2213.4094999999998,2203.5005,2216.91725,2215.65275,2232.87425,2198.56625,2215.53575,2208.0005,2216.771,2207.267,2256.2,2224.01825,2204.81675,2198.6315,2202.4115,2227.5575,2208.8645,2179.25675,2214.15425,2234.348
"Matag-ob,Leyte",692.1185,692.1185,692.1185,2276.71325,2329.29575,2319.38675,2332.8035,2331.4939999999997,2348.7605,2314.4525000000003,2331.3769999999995,2323.84175,2332.61225,2323.10825,2372.04125,2339.8595,2320.6580000000004,2314.47275,2318.2527499999997,2343.3987500000003,2324.70575,2295.098,2329.9955,2350.1892500000004
